topic,summaryFile,scuSentCharIdx,scuSentence,documentFile,docSentCharIdx,docSentText,docSpanOffsets,summarySpanOffsets,docSpanText,summarySpanText,Quality,pred_prob
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0076,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,"4390, 4516","4390, 4400;4414, 4485",The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,The brakes...to prevent cars from skidding on slippery surfaces during a sudden stop,0,0.6984109
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0076,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,"4390, 4400;4414, 4485","4390, 4400;4414, 4485",The brakes...to prevent cars from skidding on slippery surfaces during a sudden stop,The brakes...to prevent cars from skidding on slippery surfaces during a sudden stop,0,0.72356266
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0076,6153,"Even if traction is lost on three wheels, new systems from Jeep and Mercedes will shift the power to the one wheel with traction, keeping the vehicle from skidding on ice or snow.","6195, 6229;6283, 6332","4390, 4400;4414, 4485",new systems from Jeep and Mercedes...keeping the vehicle from skidding on ice or snow.,The brakes...to prevent cars from skidding on slippery surfaces during a sudden stop,0,0.5751795
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,"4390, 4516","4390, 4400;4490, 4516",The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,The brakes...to aid in stopping faster.,0,0.6530451
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,"4390, 4400;4490, 4516","4390, 4400;4490, 4516",The brakes...to aid in stopping faster.,The brakes...to aid in stopping faster.,0,0.73875165
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0076,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,"4390, 4516","4390, 4400;4490, 4516",The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,The brakes...to aid in stopping faster.,0,0.6530451
D0608H,NYT19981105.0062,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,NYT19981105.0076,4390,The brakes are intended to prevent cars from skidding on slippery surfaces during a sudden stop and to aid in stopping faster.,"4390, 4400;4490, 4516","4390, 4400;4490, 4516",The brakes...to aid in stopping faster.,The brakes...to aid in stopping faster.,0,0.73875165
D0608H,NYT19981105.0062,4517,The problem with antilock brakes is many people don't know how to use them.,NYT19981105.0062,4517,The problem with antilock brakes is many people don't know how to use them.,"4517, 4592","4517, 4592",The problem with antilock brakes is many people don't know how to use them.,The problem with antilock brakes is many people don't know how to use them.,0,0.73295563
D0608H,NYT19981105.0062,4517,The problem with antilock brakes is many people don't know how to use them.,NYT19981105.0062,4517,The problem with antilock brakes is many people don't know how to use them.,"4553, 4592","4517, 4592",many people don't know how to use them.,The problem with antilock brakes is many people don't know how to use them.,0,0.6993223
D0608H,NYT19981105.0062,4517,The problem with antilock brakes is many people don't know how to use them.,NYT19981105.0076,4517,The problem with antilock brakes is many people don't know how to use them.,"4517, 4592","4517, 4592",The problem with antilock brakes is many people don't know how to use them.,The problem with antilock brakes is many people don't know how to use them.,0,0.73295563
D0608H,NYT19981105.0062,4517,The problem with antilock brakes is many people don't know how to use them.,NYT19981105.0076,4517,The problem with antilock brakes is many people don't know how to use them.,"4553, 4592","4517, 4592",many people don't know how to use them.,The problem with antilock brakes is many people don't know how to use them.,0,0.6993223
D0608H,NYT19981105.0062,4517,The problem with antilock brakes is many people don't know how to use them.,NYT19981105.0062,4517,The problem with antilock brakes is many people don't know how to use them.,"4517, 4592","4553, 4592",The problem with antilock brakes is many people don't know how to use them.,many people don't know how to use them.,0,0.643642
D0608H,NYT19981105.0062,4517,The problem with antilock brakes is many people don't know how to use them.,NYT19981105.0062,4517,The problem with antilock brakes is many people don't know how to use them.,"4553, 4592","4553, 4592",many people don't know how to use them.,many people don't know how to use them.,0,0.7402228
D0608H,NYT19981105.0062,4517,The problem with antilock brakes is many people don't know how to use them.,NYT19981105.0076,4517,The problem with antilock brakes is many people don't know how to use them.,"4517, 4592","4553, 4592",The problem with antilock brakes is many people don't know how to use them.,many people don't know how to use them.,0,0.643642
D0608H,NYT19981105.0062,4517,The problem with antilock brakes is many people don't know how to use them.,NYT19981105.0076,4517,The problem with antilock brakes is many people don't know how to use them.,"4553, 4592","4553, 4592",many people don't know how to use them.,many people don't know how to use them.,0,0.7402228
D0608H,NYT19981105.0062,4593,"Unlike regular brakes, which many drivers learned to pump in emergencies, antilock brakes do the pumping automatically.",NYT19981105.0062,4593,"Unlike regular brakes, which many drivers learned to pump in emergencies, antilock brakes do the pumping automatically.","4593, 4614;4635, 4665","4593, 4614;4635, 4665",Unlike regular brakes...learned to pump in emergencies,Unlike regular brakes...learned to pump in emergencies,0,0.70855844
D0608H,NYT19981105.0062,4593,"Unlike regular brakes, which many drivers learned to pump in emergencies, antilock brakes do the pumping automatically.",NYT19981105.0076,4593,"Unlike regular brakes, which many drivers learned to pump in emergencies, antilock brakes do the pumping automatically.","4593, 4614;4635, 4665","4593, 4614;4635, 4665",Unlike regular brakes...learned to pump in emergencies,Unlike regular brakes...learned to pump in emergencies,0,0.70855844
D0608H,NYT19981105.0062,4593,"Unlike regular brakes, which many drivers learned to pump in emergencies, antilock brakes do the pumping automatically.",NYT19981105.0062,4593,"Unlike regular brakes, which many drivers learned to pump in emergencies, antilock brakes do the pumping automatically.","4667, 4697","4667, 4697",antilock brakes do the pumping,antilock brakes do the pumping,0,0.69381
D0608H,NYT19981105.0062,4593,"Unlike regular brakes, which many drivers learned to pump in emergencies, antilock brakes do the pumping automatically.",NYT19981105.0076,4593,"Unlike regular brakes, which many drivers learned to pump in emergencies, antilock brakes do the pumping automatically.","4667, 4697","4667, 4697",antilock brakes do the pumping,antilock brakes do the pumping,0,0.69381
D0608H,NYT19981105.0062,4713,Drivers pumping antilock brakes make them less effective.,NYT19981105.0062,4713,Drivers pumping antilock brakes make them less effective.,"4713, 4744","4713, 4744",Drivers pumping antilock brakes,Drivers pumping antilock brakes,0,0.65608364
D0608H,NYT19981105.0062,4713,Drivers pumping antilock brakes make them less effective.,NYT19981105.0062,4713,Drivers pumping antilock brakes make them less effective.,"4713, 4770","4713, 4744",Drivers pumping antilock brakes make them less effective.,Drivers pumping antilock brakes,0,0.5956811
D0608H,NYT19981105.0062,4713,Drivers pumping antilock brakes make them less effective.,NYT19981105.0076,4713,Drivers pumping antilock brakes make them less effective.,"4713, 4744","4713, 4744",Drivers pumping antilock brakes,Drivers pumping antilock brakes,0,0.65608364
D0608H,NYT19981105.0062,4713,Drivers pumping antilock brakes make them less effective.,NYT19981105.0076,4713,Drivers pumping antilock brakes make them less effective.,"4713, 4770","4713, 4744",Drivers pumping antilock brakes make them less effective.,Drivers pumping antilock brakes,0,0.5956811
D0608H,NYT19981105.0062,4713,Drivers pumping antilock brakes make them less effective.,NYT19981105.0062,4713,Drivers pumping antilock brakes make them less effective.,"4713, 4744","4713, 4770",Drivers pumping antilock brakes,Drivers pumping antilock brakes make them less effective.,0,0.549977
D0608H,NYT19981105.0062,4713,Drivers pumping antilock brakes make them less effective.,NYT19981105.0062,4713,Drivers pumping antilock brakes make them less effective.,"4713, 4770","4713, 4770",Drivers pumping antilock brakes make them less effective.,Drivers pumping antilock brakes make them less effective.,0,0.72903675
